Order ID,Order Date,Completion Date,Required Accuracy,Price,Required Model Type,Customer ID,Employee ID,Model ID
S210498,2021-04-27,2021-11-19,57.19,257,NB,c0004,e00007,m0078
S220962,2022-07-27,2022-10-12,68.49,336,logR,c0057,e00005,m0028
S231334,2023-03-29,2023-09-19,72.93,524,RF,c0011,e00009,m0062
S210455,2021-10-23,2021-11-23,72.27,150,RF,c0020,e00020,m0001
S210518,2021-03-02,2021-11-26,74.95,288,NN,c0068,e00008,m0073
S210731,2021-02-23,2021-07-02,72.49,193,SVM,c0018,e00018,m0003
S210861,2021-09-25,2021-10-20,50.97,233,logR,c0062,e00022,m0051
S210260,2021-11-11,2021-12-30,68.6,291,DT,c0037,e00002,m0038
S230165,2023-06-17,2023-07-25,74.17,606,NN,c0014,e00014,m0035
S220161,2022-05-08,2022-08-02,68.79,374,NN,c0011,e00004,m0073
S230718,2023-10-27,2023-11-25,69.98,436,NN,c0014,e00014,m0023
S230005,2023-01-25,2023-08-09,71.44,448,NN,c0008,e00010,m0023
S210585,2021-07-11,2021-08-27,61.26,114,NB,c0011,e00004,m0078
S230467,2023-01-13,2023-06-15,65.02,490,NN,c0006,e00020,m0016
S220013,2022-09-24,2022-10-13,70.43,331,kNN,c0060,e00014,m0049
S230171,2023-09-02,2023-10-12,54.08,570,LR,c0022,e00011,m0009
S220152,2022-12-15,2022-12-25,52.16,323,RF,c0020,e00020,m0006
S220364,2022-07-15,2022-12-08,73.85,485,SVM,c0040,e00003,m0063
S220212,2022-05-15,2022-06-27,53.58,498,RF,c0035,e00004,m0077
S230268,2023-08-09,2023-09-28,56.93,636,NN,c0055,e00003,m0035
S230152,2023-01-29,2023-12-12,68.97,556,DT,c0011,e00006,m0038
S231192,2023-01-30,2023-12-15,50.92,422,NN,c0014,e00014,m0002
S230404,2023-02-13,2023-06-14,57.23,444,NN,c0048,e00011,m0002
S210872,2021-11-20,2021-12-08,73.79,110,RF,c0027,e00004,m0025
S210039,2021-06-17,2021-07-18,77.18,245,LR,c0013,e00006,m0037
S230606,2023-03-27,2023-04-03,60.69,424,NN,c0007,e00022,m0008
S220702,2022-12-20,2022-12-28,65.42,250,DT,c0065,e00010,m0018
S210754,2021-12-13,2021-12-17,76.1,296,logR,c0069,e00004,m0051
S220845,2022-10-07,2022-12-20,75.6,385,NN,c0014,e00014,m0073
S231281,2023-11-29,2023-12-26,50.82,636,NN,c0014,e00014,m0023
S230688,2023-03-25,2023-06-27,67.45,534,kNN,c0040,e00017,m0004
S230417,2023-03-24,2023-10-22,58.06,628,DT,c0044,e00001,m0069
S230199,2023-10-27,2023-12-05,62.5,557,NB,c0051,e00002,m0067
S210716,2021-07-03,2021-07-25,77.01,175,LR,c0008,e00001,m0009
S210493,2021-08-19,2021-12-27,71.88,218,RF,c0020,e00020,m0025
S210887,2021-08-07,2021-12-17,66.2,112,logR,c0063,e00007,m0028
S210025,2021-07-01,2021-12-15,55.23,116,LR,c0021,e00019,m0017
S210802,2021-06-02,2021-07-05,65.39,259,NN,c0071,e00012,m0058
S210512,2021-11-25,2021-12-06,65.95,206,LR,c0057,e00020,m0009
S220704,2022-11-07,2022-12-30,58.4,492,NN,c0070,e00019,m0023
S210076,2021-10-04,2021-10-10,61.59,176,SVM,c0017,e00001,m0041
S230778,2023-04-22,2023-10-01,55.87,501,NN,c0014,e00014,m0050
S210560,2021-06-17,2021-09-04,69.63,130,kNN,c0066,e00004,m0004
S220912,2022-10-26,2022-12-14,60.29,378,kNN,c0042,e00020,m0072
S231200,2023-06-19,2023-08-05,69.24,603,NN,c0040,e00009,m0058
S210347,2021-08-24,2021-09-25,65.56,267,NN,c0014,e00014,m0008
S230921,2023-06-04,2023-07-07,58.65,553,SVM,c0011,e00002,m0003
S230377,2023-01-14,2023-04-07,72.98,618,NN,c0061,e00015,m0081
S221023,2022-11-26,2022-12-01,56.96,344,NN,c0014,e00014,m0023
S230085,2023-06-01,2023-06-30,55.25,535,kNN,c0060,e00019,m0010
S230358,2023-03-25,2023-09-29,75.01,472,logR,c0064,e00010,m0044
S230181,2023-08-29,2023-12-21,60.2,573,NN,c0038,e00003,m0043
S220247,2022-08-25,2022-12-17,74.43,339,NN,c0014,e00014,m0073
S220717,2022-04-17,2022-08-30,62.73,417,DT,c0052,e00017,m0005
S230017,2023-05-28,2023-11-25,51.2,564,NN,c0014,e00014,m0008
S230638,2023-04-11,2023-04-28,67.25,416,NN,c0010,e00007,m0058
S230512,2023-06-29,2023-09-13,67.21,422,NN,c0048,e00012,m0016
S220650,2022-01-11,2022-07-04,58.58,323,NB,c0025,e00011,m0015
S220102,2022-03-22,2022-09-19,55.48,251,SVM,c0011,e00013,m0021
S231248,2023-02-05,2023-08-11,66.4,491,kNN,c0037,e00017,m0042
S221063,2022-09-06,2022-11-21,50.22,305,kNN,c0029,e00005,m0080
S220856,2022-11-17,2022-12-12,52.99,341,RF,c0067,e00021,m0025
S210763,2021-01-05,2021-10-10,69.89,299,NN,c0014,e00014,m0050
S220217,2022-06-16,2022-11-15,64.61,327,LR,c0064,e00011,m0017
S210604,2021-06-23,2021-09-09,76.32,285,DT,c0011,e00005,m0061
S220537,2022-10-08,2022-10-23,73.96,242,LR,c0049,e00017,m0009
S230008,2023-05-14,2023-08-18,63.01,607,NN,c0014,e00014,m0016
S210428,2021-06-27,2021-07-21,74.28,284,kNN,c0058,e00010,m0042
S220305,2022-07-19,2022-10-09,57.22,328,NN,c0014,e00014,m0058
S230965,2023-12-05,2023-12-17,74.89,510,RF,c0006,e00010,m0032
S231292,2023-05-30,2023-08-22,76.07,692,NB,c0065,e00011,m0029
S210462,2021-08-02,2021-09-07,52.59,153,NB,c0038,e00002,m0029
S230076,2023-04-05,2023-06-18,68.09,493,LR,c0019,e00020,m0045
S220995,2022-10-24,2022-11-03,64.17,409,NN,c0057,e00003,m0023
S220979,2022-10-01,2022-11-30,77.2,420,NN,c0064,e00021,m0023
S220806,2022-04-22,2022-12-11,75.95,291,NN,c0014,e00014,m0002
S231037,2023-06-21,2023-07-30,50.14,683,NN,c0060,e00015,m0073
S220722,2022-01-30,2022-11-11,58.46,229,logR,c0045,e00002,m0066
S220307,2022-02-08,2022-04-08,68.77,468,kNN,c0033,e00008,m0024
S220042,2022-07-05,2022-11-05,73.26,404,NN,c0014,e00014,m0081
S210057,2021-06-29,2021-07-07,53.25,174,kNN,c0059,e00014,m0057
S220558,2022-10-18,2022-12-12,52.69,204,SVM,c0068,e00014,m0079
S210339,2021-03-17,2021-11-09,54.43,230,NN,c0066,e00022,m0008
S210205,2021-08-28,2021-12-22,77.86,231,SVM,c0016,e00016,m0041
S230049,2023-11-19,2023-11-23,50.66,627,NN,c0026,e00007,m0002
S221072,2022-02-07,2022-03-14,50.4,369,LR,c0020,e00014,m0037
S221088,2022-05-21,2022-11-10,70.15,251,NN,c0014,e00014,m0002
S230665,2023-06-03,2023-09-25,71.88,516,NN,c0054,e00003,m0081
S210106,2021-08-19,2021-12-25,69.74,199,logR,c0063,e00008,m0051
S230327,2023-09-15,2023-12-03,50.03,665,LR,c0032,e00011,m0030
S220598,2022-02-04,2022-05-05,67.82,358,RF,c0030,e00013,m0039
S210832,2021-09-03,2021-12-11,67.33,230,logR,c0024,e00011,m0051
S220708,2022-11-09,2022-11-23,66.31,354,SVM,c0016,e00016,m0021
S230214,2023-10-06,2023-12-31,73.73,559,LR,c0066,e00008,m0068
S220615,2022-05-08,2022-08-29,51.87,459,NN,c0020,e00002,m0065
S210868,2021-06-08,2021-08-06,63.23,181,RF,c0053,e00005,m0001
S210446,2021-11-24,2021-12-15,58.22,129,RF,c0020,e00020,m0032
S230338,2023-03-11,2023-08-16,73.92,464,SVM,c0066,e00001,m0027
S231244,2023-10-16,2023-12-10,68.12,598,NN,c0014,e00014,m0050
S231050,2023-06-01,2023-12-27,59.82,571,LR,c0057,e00014,m0037
S231416,2023-08-03,2023-10-16,74.77,518,kNN,c0068,e00008,m0080
S230699,2023-07-04,2023-11-08,73.77,521,NN,c0014,e00014,m0023
S230842,2023-09-17,2023-11-21,58.27,535,NN,c0058,e00007,m0043
S210485,2021-12-16,2021-12-16,71.08,123,logR,c0072,e00018,m0022
S210372,2021-11-26,2021-12-26,65.09,269,NB,c0049,e00012,m0040
S230155,2023-11-26,2023-12-02,60.07,601,RF,c0065,e00015,m0013
S230609,2023-10-14,2023-10-31,72.89,469,NN,c0017,e00011,m0043
S230324,2023-08-10,2023-11-27,63.23,649,kNN,c0035,e00013,m0024
S220249,2022-05-27,2022-06-16,53.09,282,NN,c0014,e00014,m0008
S220787,2022-12-25,2022-12-29,68.18,461,DT,c0034,e00016,m0054
S220585,2022-03-24,2022-06-01,60.49,275,NN,c0037,e00014,m0081
S210281,2021-01-14,2021-09-02,62.22,242,NB,c0072,e00003,m0040
S231054,2023-10-02,2023-11-16,61.11,588,NN,c0008,e00019,m0058
S220018,2022-05-24,2022-06-19,75.78,333,DT,c0062,e00011,m0018
S230865,2023-07-27,2023-10-17,70.84,513,SVM,c0065,e00010,m0041
S220382,2022-12-25,2022-12-28,58.7,406,logR,c0057,e00018,m0007
S220124,2022-06-13,2022-08-15,50.96,412,SVM,c0016,e00016,m0071
S210677,2021-09-08,2021-10-21,68.99,269,kNN,c0046,e00022,m0034
S230400,2023-05-15,2023-07-04,61.54,579,NN,c0042,e00009,m0023
S221034,2022-07-17,2022-12-02,64.37,274,NN,c0014,e00014,m0065
S220444,2022-01-19,2022-10-26,60.96,268,LR,c0008,e00013,m0045
S230027,2023-01-19,2023-12-30,74.46,630,DT,c0033,e00004,m0005
S210566,2021-07-28,2021-11-29,56.04,167,DT,c0019,e00016,m0011
S230853,2023-10-30,2023-12-23,68.45,435,NN,c0014,e00014,m0065
S231029,2023-07-24,2023-09-02,52.41,467,NN,c0014,e00014,m0035
S220897,2022-10-03,2022-10-15,64.32,263,NN,c0021,e00017,m0002
S220479,2022-04-26,2022-09-07,55.76,263,NB,c0004,e00018,m0029
S220976,2022-12-28,2022-12-29,59.44,407,NN,c0014,e00014,m0035
S210380,2021-10-18,2021-11-17,61.65,183,logR,c0039,e00011,m0066
S210157,2021-04-13,2021-08-26,73.72,187,SVM,c0052,e00011,m0012
S230349,2023-11-04,2023-11-19,59.33,640,NN,c0030,e00020,m0050
S210870,2021-05-21,2021-12-31,59.4,245,RF,c0020,e00020,m0013
S210079,2021-03-19,2021-07-02,54.76,185,kNN,c0022,e00015,m0019
S230523,2023-12-05,2023-12-09,64.5,460,RF,c0053,e00007,m0025
S230568,2023-06-27,2023-08-26,70.19,508,NN,c0014,e00014,m0073
S210114,2021-07-25,2021-12-05,60.49,289,RF,c0029,e00018,m0070
S220949,2022-03-16,2022-12-25,76.82,340,NN,c0012,e00013,m0043
S220246,2022-11-01,2022-11-09,54.6,359,logR,c0005,e00017,m0022
S220292,2022-06-20,2022-06-26,75.06,416,NB,c0005,e00019,m0067
S220928,2022-01-07,2022-04-30,75.08,402,NN,c0014,e00014,m0073
S230793,2023-05-21,2023-06-28,74.21,479,NN,c0020,e00015,m0058
S220987,2022-12-30,2022-12-31,58.07,486,NN,c0014,e00014,m0065
S220063,2022-02-25,2022-09-09,58.41,265,NB,c0023,e00014,m0040
S231305,2023-05-17,2023-09-16,64.15,438,NN,c0014,e00014,m0073
S220271,2022-02-14,2022-05-14,68.16,498,RF,c0003,e00017,m0077
S220005,2022-11-28,2022-12-12,60.2,411,NN,c0036,e00001,m0035
S210400,2021-11-08,2021-11-16,66.86,289,logR,c0068,e00006,m0007
S230809,2023-01-09,2023-04-16,51.3,617,NN,c0045,e00010,m0050
S220401,2022-09-06,2022-09-28,76.08,434,NN,c0026,e00001,m0043
S230631,2023-12-05,2023-12-11,57.24,434,SVM,c0016,e00016,m0033
S231131,2023-09-06,2023-09-25,70.01,458,logR,c0016,e00012,m0028
S231417,2023-06-10,2023-10-23,55.31,686,NN,c0014,e00014,m0058
S220538,2022-10-10,2022-11-19,71.73,432,NN,c0014,e00014,m0081
S210827,2021-02-23,2021-07-26,58.07,250,NN,c0044,e00001,m0081
S210417,2021-11-12,2021-12-25,77.2,242,RF,c0018,e00010,m0070
S220317,2022-02-08,2022-05-30,68.1,331,logR,c0032,e00018,m0022
S210796,2021-09-18,2021-10-02,73.49,248,kNN,c0021,e00011,m0049
S231047,2023-07-20,2023-12-08,53.92,400,NN,c0014,e00014,m0008
S220793,2022-05-19,2022-07-18,58.49,301,NN,c0023,e00001,m0008
S231156,2023-12-29,2023-12-29,75.6,517,RF,c0020,e00020,m0077
S231372,2023-03-25,2023-12-18,76.85,636,NN,c0001,e00016,m0035
S230302,2023-03-19,2023-05-03,70.07,497,LR,c0057,e00012,m0045
S230108,2023-06-30,2023-12-15,62.2,665,NN,c0004,e00004,m0043
S231018,2023-05-17,2023-09-27,64.27,497,NN,c0017,e00003,m0023
S230894,2023-01-28,2023-09-15,61.43,679,NN,c0018,e00009,m0035
S230796,2023-01-26,2023-06-25,74.01,630,RF,c0034,e00013,m0077
S230947,2023-09-27,2023-12-24,65.03,445,NN,c0014,e00014,m0008
S231429,2023-06-26,2023-09-01,57.26,403,NN,c0038,e00013,m0023
S220625,2022-09-13,2022-12-10,75.71,218,DT,c0050,e00008,m0061
S230862,2023-12-03,2023-12-08,56.99,666,NN,c0014,e00014,m0073
S220354,2022-01-06,2022-06-25,67.54,393,LR,c0051,e00022,m0068
S230596,2023-07-06,2023-09-25,58.58,602,kNN,c0051,e00006,m0064
S220849,2022-03-14,2022-07-01,50.88,345,kNN,c0059,e00013,m0024
S230692,2023-11-28,2023-12-13,61.05,629,NN,c0014,e00014,m0035
S230805,2023-12-01,2023-12-13,76.91,636,LR,c0027,e00018,m0037
S220563,2022-06-02,2022-08-10,63.7,400,kNN,c0008,e00001,m0064
S210740,2021-03-19,2021-05-25,52.92,248,LR,c0044,e00002,m0060
S220666,2022-12-02,2022-12-05,55.77,324,RF,c0032,e00006,m0077
S230722,2023-11-16,2023-12-17,68.3,615,RF,c0066,e00020,m0020
S230823,2023-02-13,2023-03-12,53.97,517,LR,c0045,e00015,m0009
S221092,2022-04-02,2022-04-16,72.55,249,SVM,c0044,e00014,m0027
S210338,2021-10-15,2021-11-03,64.66,255,SVM,c0016,e00016,m0079
S231253,2023-12-01,2023-12-20,53.04,577,NN,c0055,e00012,m0058
S220278,2022-02-09,2022-02-11,72.62,256,DT,c0053,e00002,m0069
S230828,2023-07-04,2023-08-03,68.66,498,kNN,c0009,e00010,m0072
S231336,2023-05-24,2023-11-29,70.44,501,logR,c0004,e00002,m0022
S230993,2023-06-15,2023-09-28,74.15,673,logR,c0004,e00009,m0028
S230970,2023-05-11,2023-09-03,73.51,639,DT,c0070,e00012,m0054
S230941,2023-04-23,2023-11-19,56.54,531,NN,c0001,e00018,m0016
S230563,2023-10-29,2023-12-28,56.07,530,RF,c0014,e00004,m0001
S220802,2022-04-27,2022-07-21,52.98,212,NN,c0014,e00014,m0016
S231286,2023-07-18,2023-12-18,63.37,439,NN,c0014,e00014,m0073
S220698,2022-09-02,2022-10-10,64.49,230,SVM,c0016,e00016,m0041
S210202,2021-11-05,2021-12-04,60.64,238,RF,c0002,e00019,m0047
S220190,2022-04-14,2022-09-16,77.48,247,kNN,c0020,e00019,m0019
S210558,2021-11-14,2021-11-23,65.31,209,logR,c0061,e00019,m0066
S220920,2022-09-28,2022-12-15,69.93,374,NN,c0014,e00014,m0008
S230066,2023-08-03,2023-09-24,57.19,577,NB,c0037,e00022,m0040
S210142,2021-05-15,2021-08-13,64.87,168,NB,c0044,e00006,m0078
S220296,2022-02-27,2022-11-04,61.34,258,LR,c0046,e00003,m0045
S230448,2023-06-28,2023-10-27,62.14,631,DT,c0057,e00014,m0011
S231062,2023-10-29,2023-12-06,52.97,412,SVM,c0016,e00016,m0021
S230821,2023-05-10,2023-11-24,51.67,609,DT,c0013,e00013,m0054
S220788,2022-02-10,2022-07-07,65.25,304,NN,c0014,e00014,m0008
S220931,2022-08-25,2022-09-08,77.35,434,RF,c0020,e00020,m0039
S230379,2023-10-19,2023-11-28,50.72,681,NN,c0061,e00019,m0058
S230822,2023-03-31,2023-10-21,54.94,515,LR,c0027,e00019,m0037
S210365,2021-01-28,2021-05-01,72.97,274,NB,c0064,e00010,m0067
S220130,2022-06-25,2022-07-28,75.88,352,kNN,c0002,e00001,m0080
S230206,2023-08-02,2023-08-24,62.28,496,SVM,c0016,e00016,m0027
S210292,2021-07-09,2021-12-18,64.25,185,logR,c0072,e00013,m0074
S230924,2023-03-08,2023-12-06,68.8,641,NN,c0014,e00014,m0058
S231102,2023-11-30,2023-12-02,60.01,537,NN,c0014,e00014,m0050
S220119,2022-11-27,2022-12-01,67.41,361,RF,c0020,e00020,m0055
S210413,2021-02-25,2021-10-28,62.44,120,NN,c0014,e00014,m0016
S210238,2021-12-11,2021-12-12,59.16,211,kNN,c0020,e00017,m0042
S231163,2023-07-19,2023-10-30,67.89,578,NN,c0019,e00010,m0016
S220847,2022-06-05,2022-08-25,52.8,389,DT,c0043,e00011,m0061
S210799,2021-09-21,2021-11-05,58.65,217,SVM,c0024,e00022,m0003
S210494,2021-10-03,2021-10-23,58.55,133,LR,c0062,e00014,m0030
S220311,2022-07-16,2022-11-10,67.07,277,NB,c0018,e00020,m0040
S221057,2022-04-20,2022-12-29,51.58,436,NB,c0015,e00004,m0052
S230657,2023-05-30,2023-11-25,61.39,638,NN,c0072,e00003,m0058
S230403,2023-09-30,2023-12-05,73.99,463,NN,c0072,e00007,m0043
S220878,2022-06-21,2022-10-21,73.99,336,logR,c0065,e00006,m0051
S220032,2022-06-17,2022-06-21,76.47,325,NN,c0003,e00019,m0008
S210562,2021-11-02,2021-11-29,60.84,179,NN,c0055,e00002,m0035
S210559,2021-01-21,2021-10-27,53.71,236,SVM,c0016,e00016,m0012
S230279,2023-12-30,2023-12-31,69.95,431,NN,c0021,e00019,m0058
S220496,2022-11-17,2022-12-23,73.35,374,NN,c0014,e00014,m0035
S220875,2022-10-07,2022-12-02,72.13,281,NN,c0014,e00014,m0002
S220801,2022-02-15,2022-05-12,76.04,340,LR,c0007,e00016,m0053
S210363,2021-05-20,2021-08-02,75.41,171,DT,c0033,e00013,m0076
S230887,2023-08-17,2023-09-28,59.35,429,NN,c0033,e00004,m0008
S220356,2022-01-22,2022-08-10,59.5,234,logR,c0004,e00006,m0066
S230435,2023-04-14,2023-11-16,60.37,606,NN,c0014,e00014,m0008
S220696,2022-07-24,2022-09-29,63.67,214,SVM,c0060,e00009,m0033
S231443,2023-01-28,2023-10-24,71.92,644,NN,c0012,e00002,m0043
S210888,2021-02-23,2021-05-22,51.04,251,RF,c0020,e00020,m0006
S210307,2021-09-04,2021-10-13,50.44,251,SVM,c0069,e00016,m0048
S231378,2023-05-27,2023-09-28,62.38,684,NN,c0019,e00011,m0081
S210638,2021-05-17,2021-09-15,53.66,213,LR,c0068,e00018,m0030
S220008,2022-12-04,2022-12-07,67.16,400,RF,c0020,e00020,m0032
S231426,2023-11-01,2023-12-21,55.69,591,logR,c0022,e00012,m0022
S210125,2021-08-24,2021-10-31,64.38,147,DT,c0032,e00001,m0046
S230193,2023-08-07,2023-09-20,76.59,558,NN,c0014,e00014,m0016
S230879,2023-08-28,2023-10-24,70.71,686,NN,c0021,e00019,m0043
S210850,2021-07-31,2021-08-29,61.33,115,NB,c0015,e00008,m0052
S210467,2021-05-25,2021-08-18,71.49,251,kNN,c0064,e00009,m0057
S230753,2023-09-03,2023-11-09,61.5,569,NN,c0014,e00014,m0008
S210767,2021-04-09,2021-11-10,54.2,123,SVM,c0016,e00016,m0012
S210486,2021-02-09,2021-07-30,61.67,106,LR,c0016,e00008,m0045
S210333,2021-12-09,2021-12-12,72.64,179,RF,c0020,e00020,m0047
S231432,2023-03-21,2023-06-08,61.89,465,RF,c0010,e00017,m0070
S220014,2022-08-15,2022-09-18,71.76,313,SVM,c0016,e00016,m0079
S220362,2022-12-04,2022-12-14,58.69,486,kNN,c0014,e00003,m0034
S230022,2023-01-01,2023-09-11,69.23,643,NN,c0014,e00014,m0043
S231148,2023-09-23,2023-12-21,56.02,403,NN,c0063,e00013,m0058
S210459,2021-05-03,2021-11-03,52.48,241,LR,c0059,e00015,m0060
S220560,2022-10-21,2022-12-09,67.85,251,NN,c0014,e00014,m0016
S210072,2021-04-04,2021-08-21,70.28,233,RF,c0017,e00008,m0006
S220243,2022-07-23,2022-10-05,65.43,484,NN,c0003,e00018,m0050
S230016,2023-03-25,2023-11-21,52.5,626,RF,c0031,e00002,m0025
S231332,2023-01-05,2023-06-22,59.7,664,NN,c0003,e00008,m0016
S220498,2022-12-17,2022-12-29,58.66,300,NN,c0014,e00014,m0050
S220103,2022-04-08,2022-10-30,64.99,494,DT,c0047,e00018,m0054
S210684,2021-11-15,2021-12-28,69.5,290,SVM,c0070,e00007,m0033
S231040,2023-04-19,2023-12-20,60.36,587,kNN,c0062,e00013,m0010
S210759,2021-08-09,2021-11-13,77.85,121,LR,c0043,e00016,m0060
S210289,2021-07-23,2021-11-30,50.6,250,kNN,c0060,e00019,m0064
S230062,2023-02-03,2023-09-21,59.11,548,logR,c0019,e00004,m0051
S210788,2021-01-11,2021-08-02,76.81,162,RF,c0020,e00020,m0020
S231311,2023-07-14,2023-07-15,67.94,559,NN,c0014,e00014,m0065
S220110,2022-05-04,2022-12-28,55.31,327,kNN,c0002,e00011,m0024
S210156,2021-08-11,2021-12-20,60.86,110,LR,c0003,e00002,m0060
S210697,2021-09-10,2021-12-02,56.92,251,NB,c0027,e00017,m0052
S221110,2022-04-28,2022-08-26,54.19,337,NN,c0022,e00003,m0008
S220029,2022-04-13,2022-09-01,59.21,398,NN,c0046,e00002,m0035
S210573,2021-12-12,2021-12-20,51.69,243,NB,c0015,e00007,m0029
S210186,2021-12-11,2021-12-17,68.15,211,RF,c0020,e00020,m0032
S220580,2022-11-26,2022-12-19,64.32,357,NN,c0035,e00007,m0081
S230625,2023-04-10,2023-04-16,73.74,592,SVM,c0016,e00016,m0063
S230112,2023-02-24,2023-04-28,69.68,404,NN,c0014,e00014,m0016
S231027,2023-06-11,2023-12-19,57.94,548,NN,c0069,e00008,m0008
S231407,2023-10-21,2023-12-03,70.38,678,DT,c0004,e00007,m0038
S220838,2022-08-22,2022-11-10,74.16,347,NN,c0014,e00014,m0065
S210606,2021-12-12,2021-12-13,74.66,258,logR,c0027,e00016,m0028
S210472,2021-05-31,2021-11-20,73.97,140,LR,c0030,e00020,m0037
S220903,2022-05-31,2022-10-11,71.61,280,NN,c0014,e00014,m0035
S210432,2021-07-22,2021-12-01,58.82,169,DT,c0046,e00013,m0018
S220990,2022-04-07,2022-07-11,63.41,391,logR,c0036,e00003,m0014
S220536,2022-09-27,2022-10-15,54.98,332,NB,c0011,e00004,m0078
S220395,2022-06-02,2022-08-13,59.13,250,NN,c0014,e00014,m0065
S210828,2021-03-26,2021-05-05,71.47,253,logR,c0061,e00008,m0007
S220052,2022-06-20,2022-11-06,69.36,328,NN,c0017,e00021,m0043
S231043,2023-05-20,2023-05-28,63.09,527,logR,c0007,e00008,m0044
S230317,2023-02-16,2023-05-07,62.18,643,NN,c0040,e00015,m0050
S210546,2021-01-24,2021-01-25,52.73,263,logR,c0049,e00015,m0036
S231117,2023-04-20,2023-10-02,52.29,570,RF,c0029,e00010,m0006
S210835,2021-10-07,2021-10-25,75.06,249,LR,c0053,e00011,m0068
S220559,2022-08-17,2022-12-17,65.51,272,SVM,c0059,e00013,m0079
S210071,2021-04-25,2021-11-05,52.48,113,LR,c0060,e00003,m0053
S220703,2022-03-31,2022-09-12,75.02,426,kNN,c0062,e00002,m0010
S230080,2023-02-17,2023-10-01,55.2,591,NN,c0014,e00014,m0043
S231132,2023-04-14,2023-11-21,56.54,577,NN,c0014,e00014,m0035
S220385,2022-02-16,2022-11-17,60.68,370,NB,c0028,e00020,m0015
S231134,2023-04-17,2023-12-12,52.98,532,NN,c0014,e00014,m0002
S220418,2022-06-09,2022-11-08,53.74,318,DT,c0025,e00006,m0031
S230963,2023-02-03,2023-05-22,73.84,433,NN,c0046,e00008,m0081
S220827,2022-02-24,2022-02-26,61.23,234,SVM,c0008,e00004,m0048
S220344,2022-01-25,2022-04-16,53.38,467,NN,c0014,e00014,m0065
S220776,2022-02-14,2022-11-03,53.18,211,NN,c0014,e00014,m0058
S220632,2022-06-11,2022-07-28,71.06,496,kNN,c0002,e00008,m0080
S210675,2021-05-29,2021-07-03,54.49,227,RF,c0020,e00020,m0039
S210644,2021-09-20,2021-12-22,59.52,221,LR,c0033,e00007,m0009
S230207,2023-02-08,2023-04-07,60.38,465,NN,c0021,e00014,m0023
S230169,2023-01-23,2023-04-18,58.68,696,NN,c0026,e00007,m0008
S220542,2022-10-11,2022-10-31,54.61,399,NN,c0034,e00006,m0081
S230051,2023-06-25,2023-12-15,71.51,616,NN,c0010,e00001,m0065
S230864,2023-07-07,2023-12-01,58.66,652,NN,c0014,e00014,m0058
S220021,2022-08-11,2022-08-16,61.68,354,NN,c0032,e00007,m0023
S231437,2023-07-12,2023-12-11,77.99,584,NB,c0006,e00002,m0040
S210272,2021-01-28,2021-12-13,62.57,120,logR,c0062,e00020,m0022
S210581,2021-06-04,2021-12-29,59.76,290,DT,c0005,e00012,m0011
S210531,2021-10-29,2021-11-14,75.29,136,SVM,c0016,e00016,m0003
S231262,2023-02-24,2023-05-04,74.7,456,NN,c0025,e00008,m0065
S220929,2022-09-29,2022-12-29,72.13,284,NN,c0030,e00002,m0081
S230375,2023-04-13,2023-12-18,70.38,441,NN,c0014,e00014,m0035
S231267,2023-10-18,2023-11-29,67.43,456,DT,c0039,e00004,m0026
S231161,2023-07-17,2023-10-24,66.95,411,kNN,c0006,e00017,m0064
S210269,2021-04-21,2021-11-03,65.83,143,NB,c0026,e00017,m0029
S210826,2021-10-06,2021-12-08,60.99,240,logR,c0001,e00016,m0022
S230470,2023-07-17,2023-08-01,67.01,426,NN,c0057,e00002,m0058
S230583,2023-05-10,2023-08-29,50.35,579,NN,c0014,e00014,m0016
S220891,2022-02-17,2022-06-11,57.3,369,NN,c0051,e00019,m0058
S210529,2021-07-04,2021-12-14,57.34,200,logR,c0063,e00011,m0051
S220187,2022-09-17,2022-12-04,69.34,262,NN,c0014,e00014,m0016
S220275,2022-12-12,2022-12-13,68.96,226,NB,c0064,e00014,m0029
S231421,2023-08-07,2023-08-28,77.1,552,LR,c0040,e00003,m0060
S210587,2021-03-17,2021-06-01,60.75,143,LR,c0063,e00018,m0030
S210384,2021-03-06,2021-04-22,66.16,185,LR,c0035,e00001,m0053
S210277,2021-08-17,2021-09-07,63.64,100,LR,c0043,e00016,m0030
S230150,2023-06-30,2023-10-28,71.32,525,kNN,c0040,e00007,m0010
S210418,2021-12-18,2021-12-30,59.69,106,DT,c0031,e00015,m0076
S230707,2023-05-22,2023-11-28,75.1,600,RF,c0004,e00006,m0047
S231048,2023-11-16,2023-12-30,73.28,417,NB,c0004,e00004,m0067
S220591,2022-06-03,2022-06-14,66.02,271,logR,c0015,e00019,m0066
S210679,2021-01-29,2021-04-19,74.17,163,LR,c0034,e00008,m0017
S230166,2023-09-26,2023-11-22,73.05,680,NN,c0060,e00015,m0008
S231120,2023-06-18,2023-12-08,75.32,621,logR,c0070,e00009,m0028
S210580,2021-10-11,2021-11-29,52.07,235,RF,c0025,e00014,m0001
S210806,2021-11-12,2021-12-03,63.54,163,DT,c0036,e00011,m0018
S210324,2021-04-08,2021-07-26,71.48,275,DT,c0047,e00006,m0054
S231434,2023-01-10,2023-09-22,65.02,498,NN,c0014,e00014,m0081
S220245,2022-06-30,2022-07-25,60.4,494,DT,c0063,e00012,m0076
S221021,2022-06-24,2022-12-06,53.44,251,RF,c0020,e00020,m0006
