Order ID,Customer ID,Employee ID,Required Model Type,Required Accuracy,Order Date,Completion Date,Model ID,Price
S220995,c0057,e00003,NN,64.17,2022/10/24,2022/11/03,m0023,409
S220979,c0064,e00021,NN,77.2,2022/10/01,2022/11/30,m0023,420
S220806,c0014,e00014,NN,75.95,2022/04/22,2022/12/11,m0002,291
S231037,c0060,e00015,NN,50.14,2023/06/21,2023/07/30,m0073,683
S220722,c0045,e00002,logR,58.46,2022/01/30,2022/11/11,m0066,229
S220307,c0033,e00008,kNN,68.77,2022/02/08,2022/04/08,m0024,468
S220042,c0014,e00014,NN,73.26,2022/07/05,2022/11/05,m0081,404
S210057,c0059,e00014,kNN,53.25,2021/06/29,2021/07/07,m0057,174
S220558,c0068,e00014,SVM,52.69,2022/10/18,2022/12/12,m0079,204
S210339,c0066,e00022,NN,54.43,2021/03/17,2021/11/09,m0008,230
S210205,c0016,e00016,SVM,77.86,2021/08/28,2021/12/22,m0041,231
S230049,c0026,e00007,NN,50.66,2023/11/19,2023/11/23,m0002,627
S221072,c0020,e00014,LR,50.4,2022/02/07,2022/03/14,m0037,369
S221088,c0014,e00014,NN,70.15,2022/05/21,2022/11/10,m0002,251
S230665,c0054,e00003,NN,71.88,2023/06/03,2023/09/25,m0081,516
S210106,c0063,e00008,logR,69.74,2021/08/19,2021/12/25,m0051,199
S230327,c0032,e00011,LR,50.03,2023/09/15,2023/12/03,m0030,665
S220598,c0030,e00013,RF,67.82,2022/02/04,2022/05/05,m0039,358
S210832,c0024,e00011,logR,67.33,2021/09/03,2021/12/11,m0051,230
S220708,c0016,e00016,SVM,66.31,2022/11/09,2022/11/23,m0021,354
S230214,c0066,e00008,LR,73.73,2023/10/06,2023/12/31,m0068,559
S220615,c0020,e00002,NN,51.87,2022/05/08,2022/08/29,m0065,459
S210868,c0053,e00005,RF,63.23,2021/06/08,2021/08/06,m0001,181
S210446,c0020,e00020,RF,58.22,2021/11/24,2021/12/15,m0032,129
S230338,c0066,e00001,SVM,73.92,2023/03/11,2023/08/16,m0027,464
S231244,c0014,e00014,NN,68.12,2023/10/16,2023/12/10,m0050,598
S231050,c0057,e00014,LR,59.82,2023/06/01,2023/12/27,m0037,571
S231416,c0068,e00008,kNN,74.77,2023/08/03,2023/10/16,m0080,518
S230699,c0014,e00014,NN,73.77,2023/07/04,2023/11/08,m0023,521
S230842,c0058,e00007,NN,58.27,2023/09/17,2023/11/21,m0043,535
S210485,c0072,e00018,logR,71.08,2021/12/16,2021/12/16,m0022,123
S210372,c0049,e00012,NB,65.09,2021/11/26,2021/12/26,m0040,269
S230155,c0065,e00015,RF,60.07,2023/11/26,2023/12/02,m0013,601
S230609,c0017,e00011,NN,72.89,2023/10/14,2023/10/31,m0043,469
S230324,c0035,e00013,kNN,63.23,2023/08/10,2023/11/27,m0024,649
S220249,c0014,e00014,NN,53.09,2022/05/27,2022/06/16,m0008,282
S220787,c0034,e00016,DT,68.18,2022/12/25,2022/12/29,m0054,461
S220585,c0037,e00014,NN,60.49,2022/03/24,2022/06/01,m0081,275
S210281,c0072,e00003,NB,62.22,2021/01/14,2021/09/02,m0040,242
S231054,c0008,e00019,NN,61.11,2023/10/02,2023/11/16,m0058,588
S220018,c0062,e00011,DT,75.78,2022/05/24,2022/06/19,m0018,333
S230865,c0065,e00010,SVM,70.84,2023/07/27,2023/10/17,m0041,513
S220382,c0057,e00018,logR,58.7,2022/12/25,2022/12/28,m0007,406
S220124,c0016,e00016,SVM,50.96,2022/06/13,2022/08/15,m0071,412
S210677,c0046,e00022,kNN,68.99,2021/09/08,2021/10/21,m0034,269
S230400,c0042,e00009,NN,61.54,2023/05/15,2023/07/04,m0023,579
S221034,c0014,e00014,NN,64.37,2022/07/17,2022/12/02,m0065,274
S220444,c0008,e00013,LR,60.96,2022/01/19,2022/10/26,m0045,268
S230027,c0033,e00004,DT,74.46,2023/01/19,2023/12/30,m0005,630
S210566,c0019,e00016,DT,56.04,2021/07/28,2021/11/29,m0011,167
S230853,c0014,e00014,NN,68.45,2023/10/30,2023/12/23,m0065,435
S231029,c0014,e00014,NN,52.41,2023/07/24,2023/09/02,m0035,467
S220897,c0021,e00017,NN,64.32,2022/10/03,2022/10/15,m0002,263
S220479,c0004,e00018,NB,55.76,2022/04/26,2022/09/07,m0029,263
S220976,c0014,e00014,NN,59.44,2022/12/28,2022/12/29,m0035,407
S210380,c0039,e00011,logR,61.65,2021/10/18,2021/11/17,m0066,183
S210157,c0052,e00011,SVM,73.72,2021/04/13,2021/08/26,m0012,187
S230349,c0030,e00020,NN,59.33,2023/11/04,2023/11/19,m0050,640
S210870,c0020,e00020,RF,59.4,2021/05/21,2021/12/31,m0013,245
S210079,c0022,e00015,kNN,54.76,2021/03/19,2021/07/02,m0019,185
S230523,c0053,e00007,RF,64.5,2023/12/05,2023/12/09,m0025,460
S230568,c0014,e00014,NN,70.19,2023/06/27,2023/08/26,m0073,508
S210114,c0029,e00018,RF,60.49,2021/07/25,2021/12/05,m0070,289
S220949,c0012,e00013,NN,76.82,2022/03/16,2022/12/25,m0043,340
S220246,c0005,e00017,logR,54.6,2022/11/01,2022/11/09,m0022,359
S220292,c0005,e00019,NB,75.06,2022/06/20,2022/06/26,m0067,416
S220928,c0014,e00014,NN,75.08,2022/01/07,2022/04/30,m0073,402
S230793,c0020,e00015,NN,74.21,2023/05/21,2023/06/28,m0058,479
S220987,c0014,e00014,NN,58.07,2022/12/30,2022/12/31,m0065,486
S220063,c0023,e00014,NB,58.41,2022/02/25,2022/09/09,m0040,265
S231305,c0014,e00014,NN,64.15,2023/05/17,2023/09/16,m0073,438
S220271,c0003,e00017,RF,68.16,2022/02/14,2022/05/14,m0077,498
S220005,c0036,e00001,NN,60.2,2022/11/28,2022/12/12,m0035,411
S210400,c0068,e00006,logR,66.86,2021/11/08,2021/11/16,m0007,289
S230809,c0045,e00010,NN,51.3,2023/01/09,2023/04/16,m0050,617
S220401,c0026,e00001,NN,76.08,2022/09/06,2022/09/28,m0043,434
S230631,c0016,e00016,SVM,57.24,2023/12/05,2023/12/11,m0033,434
S231131,c0016,e00012,logR,70.01,2023/09/06,2023/09/25,m0028,458
S231417,c0014,e00014,NN,55.31,2023/06/10,2023/10/23,m0058,686
S220538,c0014,e00014,NN,71.73,2022/10/10,2022/11/19,m0081,432
S210827,c0044,e00001,NN,58.07,2021/02/23,2021/07/26,m0081,250
S210417,c0018,e00010,RF,77.2,2021/11/12,2021/12/25,m0070,242
S220317,c0032,e00018,logR,68.1,2022/02/08,2022/05/30,m0022,331
S210796,c0021,e00011,kNN,73.49,2021/09/18,2021/10/02,m0049,248
S231047,c0014,e00014,NN,53.92,2023/07/20,2023/12/08,m0008,400
S220793,c0023,e00001,NN,58.49,2022/05/19,2022/07/18,m0008,301
S231156,c0020,e00020,RF,75.6,2023/12/29,2023/12/29,m0077,517
S231372,c0001,e00016,NN,76.85,2023/03/25,2023/12/18,m0035,636
S230302,c0057,e00012,LR,70.07,2023/03/19,2023/05/03,m0045,497
S230108,c0004,e00004,NN,62.2,2023/06/30,2023/12/15,m0043,665
S231018,c0017,e00003,NN,64.27,2023/05/17,2023/09/27,m0023,497
S230894,c0018,e00009,NN,61.43,2023/01/28,2023/09/15,m0035,679
S230796,c0034,e00013,RF,74.01,2023/01/26,2023/06/25,m0077,630
S230947,c0014,e00014,NN,65.03,2023/09/27,2023/12/24,m0008,445
S231429,c0038,e00013,NN,57.26,2023/06/26,2023/09/01,m0023,403
S220625,c0050,e00008,DT,75.71,2022/09/13,2022/12/10,m0061,218
S230862,c0014,e00014,NN,56.99,2023/12/03,2023/12/08,m0073,666
S220354,c0051,e00022,LR,67.54,2022/01/06,2022/06/25,m0068,393
S230596,c0051,e00006,kNN,58.58,2023/07/06,2023/09/25,m0064,602
S220849,c0059,e00013,kNN,50.88,2022/03/14,2022/07/01,m0024,345
S230692,c0014,e00014,NN,61.05,2023/11/28,2023/12/13,m0035,629
S230805,c0027,e00018,LR,76.91,2023/12/01,2023/12/13,m0037,636
S220563,c0008,e00001,kNN,63.7,2022/06/02,2022/08/10,m0064,400
S210740,c0044,e00002,LR,52.92,2021/03/19,2021/05/25,m0060,248
S220666,c0032,e00006,RF,55.77,2022/12/02,2022/12/05,m0077,324
S230722,c0066,e00020,RF,68.3,2023/11/16,2023/12/17,m0020,615
S230823,c0045,e00015,LR,53.97,2023/02/13,2023/03/12,m0009,517
S221092,c0044,e00014,SVM,72.55,2022/04/02,2022/04/16,m0027,249
S210338,c0016,e00016,SVM,64.66,2021/10/15,2021/11/03,m0079,255
S231253,c0055,e00012,NN,53.04,2023/12/01,2023/12/20,m0058,577
S220278,c0053,e00002,DT,72.62,2022/02/09,2022/02/11,m0069,256
S230828,c0009,e00010,kNN,68.66,2023/07/04,2023/08/03,m0072,498
S231336,c0004,e00002,logR,70.44,2023/05/24,2023/11/29,m0022,501
S230993,c0004,e00009,logR,74.15,2023/06/15,2023/09/28,m0028,673
S230970,c0070,e00012,DT,73.51,2023/05/11,2023/09/03,m0054,639
S230941,c0001,e00018,NN,56.54,2023/04/23,2023/11/19,m0016,531
S230563,c0014,e00004,RF,56.07,2023/10/29,2023/12/28,m0001,530
S220802,c0014,e00014,NN,52.98,2022/04/27,2022/07/21,m0016,212
S231286,c0014,e00014,NN,63.37,2023/07/18,2023/12/18,m0073,439
S220698,c0016,e00016,SVM,64.49,2022/09/02,2022/10/10,m0041,230
S210202,c0002,e00019,RF,60.64,2021/11/05,2021/12/04,m0047,238
S220190,c0020,e00019,kNN,77.48,2022/04/14,2022/09/16,m0019,247
S210558,c0061,e00019,logR,65.31,2021/11/14,2021/11/23,m0066,209
S220920,c0014,e00014,NN,69.93,2022/09/28,2022/12/15,m0008,374
S230066,c0037,e00022,NB,57.19,2023/08/03,2023/09/24,m0040,577
S210142,c0044,e00006,NB,64.87,2021/05/15,2021/08/13,m0078,168
S220296,c0046,e00003,LR,61.34,2022/02/27,2022/11/04,m0045,258
S230448,c0057,e00014,DT,62.14,2023/06/28,2023/10/27,m0011,631
S231062,c0016,e00016,SVM,52.97,2023/10/29,2023/12/06,m0021,412
S230821,c0013,e00013,DT,51.67,2023/05/10,2023/11/24,m0054,609
S220788,c0014,e00014,NN,65.25,2022/02/10,2022/07/07,m0008,304
S220931,c0020,e00020,RF,77.35,2022/08/25,2022/09/08,m0039,434
S230379,c0061,e00019,NN,50.72,2023/10/19,2023/11/28,m0058,681
S230822,c0027,e00019,LR,54.94,2023/03/31,2023/10/21,m0037,515
S210365,c0064,e00010,NB,72.97,2021/01/28,2021/05/01,m0067,274
S220130,c0002,e00001,kNN,75.88,2022/06/25,2022/07/28,m0080,352
S230206,c0016,e00016,SVM,62.28,2023/08/02,2023/08/24,m0027,496
S210292,c0072,e00013,logR,64.25,2021/07/09,2021/12/18,m0074,185
S230924,c0014,e00014,NN,68.8,2023/03/08,2023/12/06,m0058,641
S231102,c0014,e00014,NN,60.01,2023/11/30,2023/12/02,m0050,537
S220119,c0020,e00020,RF,67.41,2022/11/27,2022/12/01,m0055,361
S210413,c0014,e00014,NN,62.44,2021/02/25,2021/10/28,m0016,120
S210238,c0020,e00017,kNN,59.16,2021/12/11,2021/12/12,m0042,211
S231163,c0019,e00010,NN,67.89,2023/07/19,2023/10/30,m0016,578
S220847,c0043,e00011,DT,52.8,2022/06/05,2022/08/25,m0061,389
S210799,c0024,e00022,SVM,58.65,2021/09/21,2021/11/05,m0003,217
S210494,c0062,e00014,LR,58.55,2021/10/03,2021/10/23,m0030,133
S220311,c0018,e00020,NB,67.07,2022/07/16,2022/11/10,m0040,277
S221057,c0015,e00004,NB,51.58,2022/04/20,2022/12/29,m0052,436
S230657,c0072,e00003,NN,61.39,2023/05/30,2023/11/25,m0058,638
S230403,c0072,e00007,NN,73.99,2023/09/30,2023/12/05,m0043,463
S220878,c0065,e00006,logR,73.99,2022/06/21,2022/10/21,m0051,336
S220032,c0003,e00019,NN,76.47,2022/06/17,2022/06/21,m0008,325
S210562,c0055,e00002,NN,60.84,2021/11/02,2021/11/29,m0035,179
S210559,c0016,e00016,SVM,53.71,2021/01/21,2021/10/27,m0012,236
S230279,c0021,e00019,NN,69.95,2023/12/30,2023/12/31,m0058,431
S220496,c0014,e00014,NN,73.35,2022/11/17,2022/12/23,m0035,374
S220875,c0014,e00014,NN,72.13,2022/10/07,2022/12/02,m0002,281
S220801,c0007,e00016,LR,76.04,2022/02/15,2022/05/12,m0053,340
S210363,c0033,e00013,DT,75.41,2021/05/20,2021/08/02,m0076,171
S230887,c0033,e00004,NN,59.35,2023/08/17,2023/09/28,m0008,429
S220356,c0004,e00006,logR,59.5,2022/01/22,2022/08/10,m0066,234
S230435,c0014,e00014,NN,60.37,2023/04/14,2023/11/16,m0008,606
S220696,c0060,e00009,SVM,63.67,2022/07/24,2022/09/29,m0033,214
S231443,c0012,e00002,NN,71.92,2023/01/28,2023/10/24,m0043,644
S210888,c0020,e00020,RF,51.04,2021/02/23,2021/05/22,m0006,251
S210307,c0069,e00016,SVM,50.44,2021/09/04,2021/10/13,m0048,251
S231378,c0019,e00011,NN,62.38,2023/05/27,2023/09/28,m0081,684
S210638,c0068,e00018,LR,53.66,2021/05/17,2021/09/15,m0030,213
S220008,c0020,e00020,RF,67.16,2022/12/04,2022/12/07,m0032,400
S231426,c0022,e00012,logR,55.69,2023/11/01,2023/12/21,m0022,591
S210125,c0032,e00001,DT,64.38,2021/08/24,2021/10/31,m0046,147
S230193,c0014,e00014,NN,76.59,2023/08/07,2023/09/20,m0016,558
S230879,c0021,e00019,NN,70.71,2023/08/28,2023/10/24,m0043,686
S210850,c0015,e00008,NB,61.33,2021/07/31,2021/08/29,m0052,115
S210467,c0064,e00009,kNN,71.49,2021/05/25,2021/08/18,m0057,251
S230753,c0014,e00014,NN,61.5,2023/09/03,2023/11/09,m0008,569
S210767,c0016,e00016,SVM,54.2,2021/04/09,2021/11/10,m0012,123
S210486,c0016,e00008,LR,61.67,2021/02/09,2021/07/30,m0045,106
S210333,c0020,e00020,RF,72.64,2021/12/09,2021/12/12,m0047,179
S231432,c0010,e00017,RF,61.89,2023/03/21,2023/06/08,m0070,465
S220014,c0016,e00016,SVM,71.76,2022/08/15,2022/09/18,m0079,313
S220362,c0014,e00003,kNN,58.69,2022/12/04,2022/12/14,m0034,486
S230022,c0014,e00014,NN,69.23,2023/01/01,2023/09/11,m0043,643
S231148,c0063,e00013,NN,56.02,2023/09/23,2023/12/21,m0058,403
S210459,c0059,e00015,LR,52.48,2021/05/03,2021/11/03,m0060,241
S220560,c0014,e00014,NN,67.85,2022/10/21,2022/12/09,m0016,251
S210072,c0017,e00008,RF,70.28,2021/04/04,2021/08/21,m0006,233
S220243,c0003,e00018,NN,65.43,2022/07/23,2022/10/05,m0050,484
S230016,c0031,e00002,RF,52.5,2023/03/25,2023/11/21,m0025,626
S231332,c0003,e00008,NN,59.7,2023/01/05,2023/06/22,m0016,664
S220498,c0014,e00014,NN,58.66,2022/12/17,2022/12/29,m0050,300
S220103,c0047,e00018,DT,64.99,2022/04/08,2022/10/30,m0054,494
S210684,c0070,e00007,SVM,69.5,2021/11/15,2021/12/28,m0033,290
S231040,c0062,e00013,kNN,60.36,2023/04/19,2023/12/20,m0010,587
S210759,c0043,e00016,LR,77.85,2021/08/09,2021/11/13,m0060,121
S210289,c0060,e00019,kNN,50.6,2021/07/23,2021/11/30,m0064,250
S230062,c0019,e00004,logR,59.11,2023/02/03,2023/09/21,m0051,548
S210788,c0020,e00020,RF,76.81,2021/01/11,2021/08/02,m0020,162
S231311,c0014,e00014,NN,67.94,2023/07/14,2023/07/15,m0065,559
S220110,c0002,e00011,kNN,55.31,2022/05/04,2022/12/28,m0024,327
S210156,c0003,e00002,LR,60.86,2021/08/11,2021/12/20,m0060,110
S210697,c0027,e00017,NB,56.92,2021/09/10,2021/12/02,m0052,251
S221110,c0022,e00003,NN,54.19,2022/04/28,2022/08/26,m0008,337
S220029,c0046,e00002,NN,59.21,2022/04/13,2022/09/01,m0035,398
S210573,c0015,e00007,NB,51.69,2021/12/12,2021/12/20,m0029,243
S210186,c0020,e00020,RF,68.15,2021/12/11,2021/12/17,m0032,211
S220580,c0035,e00007,NN,64.32,2022/11/26,2022/12/19,m0081,357
S230625,c0016,e00016,SVM,73.74,2023/04/10,2023/04/16,m0063,592
S230112,c0014,e00014,NN,69.68,2023/02/24,2023/04/28,m0016,404
S231027,c0069,e00008,NN,57.94,2023/06/11,2023/12/19,m0008,548
S231407,c0004,e00007,DT,70.38,2023/10/21,2023/12/03,m0038,678
S220838,c0014,e00014,NN,74.16,2022/08/22,2022/11/10,m0065,347
S210606,c0027,e00016,logR,74.66,2021/12/12,2021/12/13,m0028,258
S210472,c0030,e00020,LR,73.97,2021/05/31,2021/11/20,m0037,140
S220903,c0014,e00014,NN,71.61,2022/05/31,2022/10/11,m0035,280
S210432,c0046,e00013,DT,58.82,2021/07/22,2021/12/01,m0018,169
S220990,c0036,e00003,logR,63.41,2022/04/07,2022/07/11,m0014,391
S220536,c0011,e00004,NB,54.98,2022/09/27,2022/10/15,m0078,332
S220395,c0014,e00014,NN,59.13,2022/06/02,2022/08/13,m0065,250
S210828,c0061,e00008,logR,71.47,2021/03/26,2021/05/05,m0007,253
S220052,c0017,e00021,NN,69.36,2022/06/20,2022/11/06,m0043,328
S231043,c0007,e00008,logR,63.09,2023/05/20,2023/05/28,m0044,527
S230317,c0040,e00015,NN,62.18,2023/02/16,2023/05/07,m0050,643
S210546,c0049,e00015,logR,52.73,2021/01/24,2021/01/25,m0036,263
S231117,c0029,e00010,RF,52.29,2023/04/20,2023/10/02,m0006,570
S210835,c0053,e00011,LR,75.06,2021/10/07,2021/10/25,m0068,249
S220559,c0059,e00013,SVM,65.51,2022/08/17,2022/12/17,m0079,272
S210071,c0060,e00003,LR,52.48,2021/04/25,2021/11/05,m0053,113
S220703,c0062,e00002,kNN,75.02,2022/03/31,2022/09/12,m0010,426
S230080,c0014,e00014,NN,55.2,2023/02/17,2023/10/01,m0043,591
S231132,c0014,e00014,NN,56.54,2023/04/14,2023/11/21,m0035,577
S220385,c0028,e00020,NB,60.68,2022/02/16,2022/11/17,m0015,370
S231134,c0014,e00014,NN,52.98,2023/04/17,2023/12/12,m0002,532
S220418,c0025,e00006,DT,53.74,2022/06/09,2022/11/08,m0031,318
S230963,c0046,e00008,NN,73.84,2023/02/03,2023/05/22,m0081,433
S220827,c0008,e00004,SVM,61.23,2022/02/24,2022/02/26,m0048,234
S220344,c0014,e00014,NN,53.38,2022/01/25,2022/04/16,m0065,467
S220776,c0014,e00014,NN,53.18,2022/02/14,2022/11/03,m0058,211
S220632,c0002,e00008,kNN,71.06,2022/06/11,2022/07/28,m0080,496
S210675,c0020,e00020,RF,54.49,2021/05/29,2021/07/03,m0039,227
S210644,c0033,e00007,LR,59.52,2021/09/20,2021/12/22,m0009,221
S230207,c0021,e00014,NN,60.38,2023/02/08,2023/04/07,m0023,465
S230169,c0026,e00007,NN,58.68,2023/01/23,2023/04/18,m0008,696
S220542,c0034,e00006,NN,54.61,2022/10/11,2022/10/31,m0081,399
S230051,c0010,e00001,NN,71.51,2023/06/25,2023/12/15,m0065,616
S230864,c0014,e00014,NN,58.66,2023/07/07,2023/12/01,m0058,652
S220021,c0032,e00007,NN,61.68,2022/08/11,2022/08/16,m0023,354
S231437,c0006,e00002,NB,77.99,2023/07/12,2023/12/11,m0040,584
S210272,c0062,e00020,logR,62.57,2021/01/28,2021/12/13,m0022,120
S210581,c0005,e00012,DT,59.76,2021/06/04,2021/12/29,m0011,290
S210531,c0016,e00016,SVM,75.29,2021/10/29,2021/11/14,m0003,136
S231262,c0025,e00008,NN,74.7,2023/02/24,2023/05/04,m0065,456
S220929,c0030,e00002,NN,72.13,2022/09/29,2022/12/29,m0081,284
S230375,c0014,e00014,NN,70.38,2023/04/13,2023/12/18,m0035,441
S231267,c0039,e00004,DT,67.43,2023/10/18,2023/11/29,m0026,456
S231161,c0006,e00017,kNN,66.95,2023/07/17,2023/10/24,m0064,411
S210269,c0026,e00017,NB,65.83,2021/04/21,2021/11/03,m0029,143
S210826,c0001,e00016,logR,60.99,2021/10/06,2021/12/08,m0022,240
S230470,c0057,e00002,NN,67.01,2023/07/17,2023/08/01,m0058,426
S230583,c0014,e00014,NN,50.35,2023/05/10,2023/08/29,m0016,579
S220891,c0051,e00019,NN,57.3,2022/02/17,2022/06/11,m0058,369
S210529,c0063,e00011,logR,57.34,2021/07/04,2021/12/14,m0051,200
S220187,c0014,e00014,NN,69.34,2022/09/17,2022/12/04,m0016,262
S220275,c0064,e00014,NB,68.96,2022/12/12,2022/12/13,m0029,226
S231421,c0040,e00003,LR,77.1,2023/08/07,2023/08/28,m0060,552
S210587,c0063,e00018,LR,60.75,2021/03/17,2021/06/01,m0030,143
S210384,c0035,e00001,LR,66.16,2021/03/06,2021/04/22,m0053,185
S210277,c0043,e00016,LR,63.64,2021/08/17,2021/09/07,m0030,100
S230150,c0040,e00007,kNN,71.32,2023/06/30,2023/10/28,m0010,525
S210418,c0031,e00015,DT,59.69,2021/12/18,2021/12/30,m0076,106
S230707,c0004,e00006,RF,75.1,2023/05/22,2023/11/28,m0047,600
S231048,c0004,e00004,NB,73.28,2023/11/16,2023/12/30,m0067,417
S220591,c0015,e00019,logR,66.02,2022/06/03,2022/06/14,m0066,271
S210679,c0034,e00008,LR,74.17,2021/01/29,2021/04/19,m0017,163
S230166,c0060,e00015,NN,73.05,2023/09/26,2023/11/22,m0008,680
S231120,c0070,e00009,logR,75.32,2023/06/18,2023/12/08,m0028,621
S210580,c0025,e00014,RF,52.07,2021/10/11,2021/11/29,m0001,235
S210806,c0036,e00011,DT,63.54,2021/11/12,2021/12/03,m0018,163
S210324,c0047,e00006,DT,71.48,2021/04/08,2021/07/26,m0054,275
S231434,c0014,e00014,NN,65.02,2023/01/10,2023/09/22,m0081,498
S220245,c0063,e00012,DT,60.4,2022/06/30,2022/07/25,m0076,494
S221021,c0020,e00020,RF,53.44,2022/06/24,2022/12/06,m0006,251
S210864,c0029,e00019,LR,59.22,2021/04/25,2021/11/30,m0017,104
S210414,c0016,e00016,SVM,53.81,2021/07/08,2021/08/14,m0041,141
S231234,c0014,e00014,NN,50.7,2023/01/09,2023/02/12,m0073,635
S210673,c0051,e00015,logR,58.02,2021/11/20,2021/11/30,m0051,121
S230315,c0064,e00022,kNN,73.18,2023/07/18,2023/09/21,m0064,549
S220200,c0005,e00013,logR,76.6,2022/02/16,2022/04/02,m0044,477
S210138,c0061,e00019,RF,74.15,2021/01/16,2021/05/20,m0025,145
S210593,c0016,e00016,SVM,76.33,2021/11/06,2021/11/18,m0012,138
S230131,c0062,e00003,LR,77.11,2023/10/21,2023/12/30,m0030,515
S230372,c0005,e00013,NN,52.74,2023/08/28,2023/10/03,m0058,606
S220085,c0006,e00021,NN,51.28,2022/06/30,2022/10/19,m0058,209
S220248,c0023,e00010,NN,53.43,2022/10/12,2022/11/29,m0002,373
S230931,c0036,e00016,LR,71.63,2023/05/23,2023/08/27,m0075,665
S220155,c0056,e00006,NN,76.98,2022/05/28,2022/09/28,m0043,326
S220850,c0014,e00014,NN,59.35,2022/12/12,2022/12/25,m0065,484
S230127,c0015,e00019,NB,61.43,2023/02/18,2023/12/05,m0040,462
S230336,c0020,e00020,RF,55.72,2023/06/15,2023/11/07,m0047,571
S230629,c0014,e00014,NN,67.53,2023/08/13,2023/10/04,m0081,565
S230903,c0053,e00021,NN,57.3,2023/03/11,2023/05/11,m0043,447
S230182,c0037,e00016,NN,64.92,2023/01/16,2023/01/31,m0073,669
S231413,c0021,e00022,NN,65.99,2023/02/20,2023/10/16,m0058,590
S210514,c0031,e00011,kNN,66.85,2021/12/24,2021/12/26,m0057,182
S220267,c0020,e00008,NB,53.63,2022/09/16,2022/10/18,m0029,422
S230431,c0022,e00016,DT,67.62,2023/02/21,2023/03/23,m0031,669
S221066,c0060,e00019,SVM,70.05,2022/06/15,2022/10/30,m0021,460
S230779,c0014,e00014,NN,62.65,2023/04/22,2023/08/20,m0043,624
S210038,c0010,e00020,SVM,74.31,2021/08/18,2021/11/23,m0079,272
S230261,c0060,e00008,NN,71.14,2023/04/18,2023/10/16,m0008,664
S230217,c0063,e00013,NN,52.51,2023/01/26,2023/07/19,m0008,439
S220299,c0013,e00020,NN,62.87,2022/05/15,2022/09/18,m0002,390
S210755,c0014,e00014,NN,75.68,2021/12/01,2021/12/10,m0081,220
S230728,c0014,e00014,NN,57.52,2023/10/05,2023/10/22,m0065,661
S230932,c0056,e00012,NB,55.33,2023/07/03,2023/10/22,m0015,610
S210625,c0006,e00016,LR,70.99,2021/09/30,2021/11/03,m0053,175
S221068,c0050,e00006,NB,53.11,2022/09/29,2022/12/22,m0015,302
S210224,c0014,e00014,NN,52.39,2021/07/25,2021/12/28,m0081,254
S220840,c0014,e00014,NN,62.82,2022/07/04,2022/11/18,m0073,442
S210818,c0046,e00017,LR,54.99,2021/12/02,2021/12/12,m0030,112
S230351,c0044,e00022,NB,63.4,2023/04/23,2023/10/07,m0052,636
S220853,c0069,e00018,NN,59.96,2022/10/30,2022/11/15,m0016,449
S230799,c0071,e00005,NN,59.47,2023/01/21,2023/04/07,m0016,687
S210714,c0016,e00016,SVM,56.88,2021/07/03,2021/12/20,m0079,102
S210340,c0020,e00020,RF,52.24,2021/01/30,2021/09/10,m0006,232
S220593,c0072,e00008,kNN,64.45,2022/12/15,2022/12/17,m0080,462
S220883,c0008,e00020,DT,60.65,2022/11/28,2022/12/04,m0038,496
S210026,c0016,e00005,LR,61.98,2021/10/26,2021/11/11,m0017,118
S220796,c0031,e00001,logR,66.35,2022/03/07,2022/09/19,m0007,436
S220526,c0041,e00001,NN,64.44,2022/06/15,2022/11/06,m0073,496
S230755,c0022,e00016,RF,57.12,2023/07/26,2023/10/13,m0020,456
S220448,c0029,e00022,NN,63.97,2022/07/05,2022/09/18,m0016,383
S220244,c0004,e00007,NN,63.62,2022/02/08,2022/08/23,m0065,480
S220767,c0009,e00021,kNN,62.1,2022/10/27,2022/12/15,m0019,413
S220829,c0045,e00009,NN,75.37,2022/11/15,2022/11/25,m0058,495
S220919,c0009,e00011,LR,71.63,2022/07/15,2022/09/06,m0075,359
S230777,c0026,e00020,NN,66.66,2023/10/07,2023/11/23,m0058,685
S230489,c0014,e00014,NN,66.1,2023/11/01,2023/11/24,m0065,537
S230618,c0054,e00010,NN,71.37,2023/04/25,2023/09/29,m0008,630
S230034,c0014,e00014,NN,66.92,2023/09/21,2023/12/26,m0035,578
S210687,c0013,e00020,NB,58.75,2021/06/29,2021/07/23,m0052,242
S210810,c0032,e00013,NB,61.11,2021/12/21,2021/12/25,m0040,225
S230550,c0029,e00005,LR,59.42,2023/01/16,2023/12/04,m0045,557
S231007,c0044,e00002,DT,54.79,2023/02/24,2023/08/05,m0069,624
S220862,c0049,e00020,NN,55.46,2022/02/11,2022/07/23,m0073,324
S220084,c0063,e00020,NN,63.35,2022/02/23,2022/07/15,m0081,410
S210885,c0067,e00021,kNN,67.4,2021/10/10,2021/10/31,m0064,282
S210636,c0059,e00005,NB,74.47,2021/02/27,2021/04/25,m0052,182
S230530,c0043,e00019,NN,61.62,2023/06/01,2023/06/28,m0058,477
S210391,c0060,e00022,logR,71.24,2021/12/29,2021/12/31,m0036,269
S231133,c0031,e00007,NN,56.79,2023/08/07,2023/11/26,m0023,606
S231263,c0013,e00002,DT,74.31,2023/12/15,2023/12/15,m0046,480
S230272,c0049,e00022,NN,68.03,2023/07/25,2023/09/29,m0035,648
S230119,c0014,e00014,NN,75.73,2023/12/02,2023/12/05,m0035,684
S220189,c0045,e00014,RF,72.76,2022/06/20,2022/10/30,m0047,449
